equipement;datetime;T_mu;debit_Ventulation
Baie_0001;19/11/2014;1,5625;44,0187
Baie_0001;20/11/2014;-0,25;41,7413
Baie_0001;21/11/2014;-0,9;38,1271
Baie_0001;22/11/2014;-1,375;34,8366
Baie_0001;23/11/2014;0,825;39,662
Baie_0001;24/11/2014;1,7;45,7682
Baie_0001;25/11/2014;2,875;38,6771
Baie_0001;26/11/2014;4,1375;42,2506
Baie_0001;27/11/2014;3,625;47,7276
Baie_0001;28/11/2014;2,6;37,6291
Baie_0001;29/11/2014;1,05;39,5674
Baie_0001;30/11/2014;-1,3375;39,8478
Baie_0001;01/12/2014;-2,5375;31,9961
Baie_0001;03/12/2014;3,3375;36,0685
Baie_0001;04/12/2014;3,575;44,5639
Baie_0001;05/12/2014;2,7375;47,2271
Baie_0001;06/12/2014;2,625;44,6545
Baie_0001;07/12/2014;4,3625;40,7982
Baie_0001;08/12/2014;3,3875;43,6411
Baie_0001;09/12/2014;4,1875;44,1263
Baie_0001;10/12/2014;3,6625;44,5143
Baie_0001;11/12/2014;3,175;42,055
Baie_0001;12/12/2014;2,5625;49,0387
Baie_0001;13/12/2014;1,8625;42,2542
Baie_0001;14/12/2014;2,625;40,3234
Baie_0001;15/12/2014;3,2;40,4947
Baie_0001;16/12/2014;3,625;42,8753
Baie_0001;17/12/2014;2,1375;36,8059
Baie_0001;18/12/2014;1,7625;35,3014
Baie_0001;19/12/2014;4,3625;40,4613
Baie_0001;20/12/2014;2,125;31,5803
Baie_0001;21/12/2014;0,3125;48,0773
Baie_0001;22/12/2014;-1,225;31,4902
Baie_0001;23/12/2014;-6,2875;31,6298
Baie_0001;24/12/2014;-4,725;44,1296
Baie_0001;25/12/2014;-10,25;19,7987
Baie_0001;26/12/2014;-3,3;29,7573
Baie_0001;27/12/2014;-4,975;34,2198
Baie_0001;28/12/2014;-9,025;28,2994
Baie_0001;29/12/2014;-13,95;34,4101
Baie_0001;30/12/2014;-0,1;36,9611
Baie_0001;31/12/2014;3,7;43,7835
Baie_0001;01/01/2015;3,3875;46,1695
Baie_0001;02/01/2015;4,225;41,9134
Baie_0001;03/01/2015;1,8;43,507
Baie_0001;04/01/2015;-1,55;42,3094
Baie_0001;06/01/2015;-10,7125;34,285
Baie_0001;07/01/2015;-2,525;36,3707
Baie_0001;08/01/2015;1,1;50,1548
Baie_0001;09/01/2015;0,925;36,9364
Baie_0001;10/01/2015;-0,45;42,2613
Baie_0001;11/01/2015;-6,175;36,9673
Baie_0001;12/01/2015;-10,2625;17,7198
Baie_0001;13/01/2015;1,725;35,069
Baie_0001;14/01/2015;2,0875;39,0354
Baie_0001;15/01/2015;2,225;43,7968
Baie_0001;16/01/2015;2,3125;41,1466
Baie_0001;17/01/2015;2,8375;48,0801
Baie_0001;18/01/2015;2,325;34,2041
Baie_0001;19/01/2015;-0,3625;35,4994
Baie_0001;20/01/2015;-2,1125;30,1598
Baie_0001;21/01/2015;-3,5625;42,6084
Baie_0001;22/01/2015;-6,6375;30,2139
Baie_0001;23/01/2015;-3,2875;38,9675
Baie_0001;24/01/2015;-0,6375;26,5364
Baie_0001;25/01/2015;-0,575;41,9347
Baie_0001;26/01/2015;1,1125;35,2395
Baie_0001;27/01/2015;0,4375;34,684
Baie_0001;28/01/2015;0,9875;39,8799
Baie_0001;30/01/2015;1,025;41,7253
Baie_0001;31/01/2015;0,825;45,1894
Baie_0001;01/02/2015;0,6375;36,2351
Baie_0001;02/02/2015;1,1;39,6551
Baie_0001;03/02/2015;0,6125;37,3301
Baie_0001;04/02/2015;-1,0125;34,6272
Baie_0001;05/02/2015;-0,9125;33,3627
Baie_0001;06/02/2015;0,85;40,7295
Baie_0001;07/02/2015;1,2125;36,2812
Baie_0001;08/02/2015;-2,675;35,7502
Baie_0001;09/02/2015;-1,875;43,6103
Baie_0001;10/02/2015;4,5875;42,8005
Baie_0001;11/02/2015;3,4625;52,9559
Baie_0001;12/02/2015;1,9625;43,1578
Baie_0001;13/02/2015;1,2;45,5869
Baie_0001;14/02/2015;0,6375;27,3341
Baie_0001;15/02/2015;-4,7125;26,5584
Baie_0001;16/02/2015;-2,375;31,657
Baie_0001;17/02/2015;-1,275;36,4612
Baie_0001;18/02/2015;1,9875;31,6554
Baie_0001;19/02/2015;2,625;39,3163
Baie_0001;20/02/2015;2,7;39,2083
Baie_0001;21/02/2015;1,9125;42,749
Baie_0001;22/02/2015;2,2375;48,2455
Baie_0001;23/02/2015;2,35;49,5362
Baie_0001;24/02/2015;2,7375;35,7671
Baie_0001;26/02/2015;1,35;35,4469
Baie_0001;27/02/2015;0,9875;39,9133
Baie_0001;28/02/2015;1,3875;40,5971
Baie_0001;01/03/2015;2,0375;29,5535
Baie_0001;02/03/2015;2,6125;30,1691
Baie_0001;03/03/2015;1,95;33,1908
Baie_0001;04/03/2015;1,55;37,0917
Baie_0001;05/03/2015;1,6;44,1321
Baie_0001;06/03/2015;1,6875;34,2183
Baie_0001;07/03/2015;2,125;45,9677
Baie_0001;08/03/2015;4,7875;43,7592
Baie_0001;09/03/2015;6,075;44,1772
Baie_0001;10/03/2015;3,4875;31,8482
Baie_0001;11/03/2015;4,1875;37,8659
Baie_0001;12/03/2015;1,5;39,3179
Baie_0001;13/03/2015;1,6125;42,6783
Baie_0001;14/03/2015;2,2625;35,6557
Baie_0001;15/03/2015;3,325;36,6604
Baie_0001;16/03/2015;3,3;40,4509
Baie_0001;17/03/2015;3,2625;35,8358
Baie_0001;18/03/2015;3,6375;43,9327
Baie_0001;19/03/2015;3,075;37,6989
Baie_0001;20/03/2015;2,825;40,1814
Baie_0001;21/03/2015;-1,2875;33,2452
Baie_0001;22/03/2015;-2,6875;34,2575
Baie_0001;23/03/2015;2,3625;38,0055
Baie_0001;24/03/2015;5,0875;46,645
Baie_0001;25/03/2015;-0,65;44,3303
Baie_0001;26/03/2015;0,475;44,5996
Baie_0001;27/03/2015;2,2125;32,051
Baie_0001;28/03/2015;3,6625;35,1536
Baie_0001;29/03/2015;2,685714286;48,91541429
Baie_0001;30/03/2015;1,4625;43,6898
Baie_0001;31/03/2015;2,7;34,8825
Baie_0001;01/04/2015;2,2125;45,7986
Baie_0001;02/04/2015;2,5125;35,6591
Baie_0001;03/04/2015;2,05;41,5616
Baie_0001;04/04/2015;2,6375;38,5634
Baie_0001;05/04/2015;2,2875;42,0891
Baie_0001;06/04/2015;4,0875;42,0659
Baie_0001;07/04/2015;4,2875;35,4585
Baie_0001;08/04/2015;6,75;47,0499
Baie_0001;09/04/2015;6,4375;42,1417
Baie_0001;10/04/2015;6,125;46,4054
Baie_0001;11/04/2015;7,6125;53,3897
Baie_0001;12/04/2015;5,8875;42,9921
Baie_0001;13/04/2015;5,725;52,066
Baie_0001;14/04/2015;3,7875;44,9833
Baie_0001;15/04/2015;4,1;45,6412
Baie_0001;16/04/2015;4,1375;38,8818
Baie_0001;17/04/2015;3,8;42,8343
Baie_0001;18/04/2015;4,7875;43,9895
Baie_0001;19/04/2015;5,4375;41,5536
Baie_0001;20/04/2015;7,725;41,3375
Baie_0001;21/04/2015;8,2875;52,9171
Baie_0001;22/04/2015;8,8;47,6422
Baie_0001;23/04/2015;7,5875;50,1956
Baie_0001;24/04/2015;5,9875;53,1412
Baie_0001;25/04/2015;5,5625;41,1516
Baie_0001;26/04/2015;5,9625;52,4736
Baie_0001;27/04/2015;5,4625;45,8183
Baie_0001;28/04/2015;9,2;47,5712
Baie_0001;29/04/2015;6,1375;51,178
Baie_0001;30/04/2015;4,3;47,4829
Baie_0001;01/05/2015;7,6375;54,8667
Baie_0001;02/05/2015;6,0875;40,5872
Baie_0001;03/05/2015;7,0125;53,0788
Baie_0001;04/05/2015;6,75;46,9429
Baie_0001;05/05/2015;7,5125;45,8903
Baie_0001;06/05/2015;9,5125;44,383
Baie_0001;07/05/2015;9,0125;41,4305
Baie_0001;08/05/2015;7,975;51,5382
Baie_0001;09/05/2015;8,1375;41,4036
Baie_0001;10/05/2015;8,225;51,8436
Baie_0001;11/05/2015;8,7125;54,7759
Baie_0001;12/05/2015;9,2375;46,075
Baie_0001;13/05/2015;8,1375;49,1651
Baie_0001;14/05/2015;9,9625;48,9452
Baie_0001;15/05/2015;6,8;40,9849
Baie_0001;16/05/2015;7,8375;36,5016
Baie_0001;17/05/2015;9,225;50,2287
Baie_0001;18/05/2015;7,725;44,0063
Baie_0001;19/05/2015;9,6125;49,707
Baie_0001;20/05/2015;10,6;43,6248
Baie_0001;21/05/2015;9,5875;45,4035
Baie_0001;22/05/2015;11,0375;47,0823
Baie_0001;23/05/2015;9,7875;53,8605
Baie_0001;24/05/2015;9,8875;41,6701
Baie_0001;25/05/2015;9,75;56,166
Baie_0001;26/05/2015;11,5;46,4068
Baie_0001;27/05/2015;12,625;48,4281
Baie_0001;28/05/2015;13,2125;50,0424
Baie_0001;29/05/2015;10,8125;44,6328
Baie_0001;30/05/2015;10,875;46,8286
Baie_0001;31/05/2015;11,225;50,9454
Baie_0001;01/06/2015;11,4875;50,3154
Baie_0001;02/06/2015;12,5625;51,6345
Baie_0001;03/06/2015;12,7375;56,434
Baie_0001;04/06/2015;13,275;60,8138
Baie_0001;05/06/2015;13,95;49,8716
Baie_0001;06/06/2015;11,925;46,063
Baie_0001;07/06/2015;13,6;45,4566
Baie_0001;08/06/2015;12,2375;53,5088
Baie_0001;09/06/2015;12,3375;56,1439
Baie_0001;10/06/2015;12,1875;52,3761
Baie_0001;11/06/2015;14,075;51,8441
Baie_0001;12/06/2015;13,4625;56,3625
Baie_0001;13/06/2015;15,0625;49,4518
Baie_0001;14/06/2015;12,8;59,5299
Baie_0001;15/06/2015;12,225;42,4586
Baie_0001;16/06/2015;11,95;49,5366
Baie_0001;17/06/2015;11,9875;38,6712
Baie_0001;18/06/2015;10,8;46,3709
Baie_0001;19/06/2015;12,875;53,6608
Baie_0001;20/06/2015;13,125;56,7087
Baie_0001;21/06/2015;12,3875;47,5972
Baie_0001;22/06/2015;14,0125;51,678
Baie_0001;23/06/2015;14,525;60,4064
Baie_0001;24/06/2015;13,5125;40,7404
Baie_0001;25/06/2015;13,3875;47,3621
Baie_0001;26/06/2015;13,2;50,7756
Baie_0001;27/06/2015;14,4125;53,0173
Baie_0001;28/06/2015;15,4625;54,9541
Baie_0001;29/06/2015;16,9375;59,1605
Baie_0001;30/06/2015;15;60,9817
Baie_0001;01/07/2015;17,8125;57,3404
Baie_0001;02/07/2015;18,4375;62,2047
Baie_0001;03/07/2015;21,15;60,0515
Baie_0001;04/07/2015;20,8125;61,6528
Baie_0001;05/07/2015;19,4625;57,7515
Baie_0001;06/07/2015;15,6125;50,7157
Baie_0001;07/07/2015;15,3125;60,9574
Baie_0001;08/07/2015;15,4;60,7649
Baie_0001;09/07/2015;15,9625;53,369
Baie_0001;10/07/2015;14,6625;54,9534
Baie_0001;11/07/2015;16,7375;52,3309
Baie_0001;12/07/2015;14,2625;47,5052
Baie_0001;13/07/2015;14,6;56,3018
Baie_0001;14/07/2015;14,3875;50,1266
Baie_0001;15/07/2015;17,2875;63,8048
Baie_0001;16/07/2015;16,5875;63,5525
Baie_0001;17/07/2015;15,95;56,3001
Baie_0001;18/07/2015;15,4875;61,7487
Baie_0001;19/07/2015;15,8;57,2098
Baie_0001;20/07/2015;16,0625;53,5966
Baie_0001;21/07/2015;16,95;64,2929
Baie_0001;22/07/2015;15,85;53,8108
Baie_0001;23/07/2015;15,625;49,9785
Baie_0001;25/07/2015;16,9;60,6567
Baie_0001;26/07/2015;16,425;51,0571
Baie_0001;27/07/2015;16,4;47,7655
Baie_0001;28/07/2015;15,2;47,4718
Baie_0001;29/07/2015;15,4;53,5758
Baie_0001;30/07/2015;15,725;50,9782
Baie_0001;31/07/2015;14,9625;57,0145
Baie_0001;01/08/2015;15,9;53,3705
Baie_0001;02/08/2015;16,0375;58,3441
Baie_0001;03/08/2015;17,4125;64,764
Baie_0001;04/08/2015;16,575;51,8975
Baie_0001;05/08/2015;16,975;43,1857
Baie_0001;06/08/2015;18,4125;57,336
Baie_0001;07/08/2015;18,7625;49,8227
Baie_0001;08/08/2015;19,1375;57,9635
Baie_0001;09/08/2015;19,5;55,3413
Baie_0001;10/08/2015;18,8875;64,9552
Baie_0001;11/08/2015;19,25;53,8725
Baie_0001;12/08/2015;20,3;63,2091
Baie_0001;13/08/2015;18,125;49,2573
Baie_0001;14/08/2015;16,525;54,7839
Baie_0001;15/08/2015;17,0875;57,3851
Baie_0001;16/08/2015;16,45;54,072
Baie_0001;18/08/2015;15,7875;52,894
Baie_0001;19/08/2015;15,2625;56,9686
Baie_0001;20/08/2015;16,3;64,7528
Baie_0001;21/08/2015;17,2625;48,4483
Baie_0001;22/08/2015;18,2875;63,7647
Baie_0001;23/08/2015;18,6375;61,8615
Baie_0001;24/08/2015;19,2;64,6399
Baie_0001;25/08/2015;19,9625;56,6161
Baie_0001;26/08/2015;18,9125;48,9115
Baie_0001;27/08/2015;17,3375;56,6695
Baie_0001;28/08/2015;17,2625;61,1477
Baie_0001;29/08/2015;17,7;57,4367
Baie_0001;30/08/2015;15,175;53,8051
Baie_0001;31/08/2015;14,9;56,8545
Baie_0001;01/09/2015;15,3625;51,566
Baie_0001;02/09/2015;14,0875;54,5465
Baie_0002;20/09/2006;21,9865;-0,9207
Baie_0002;21/09/2006;22,8248;4,8899
Baie_0002;22/09/2006;27,2557;0,1526
Baie_0002;23/09/2006;21,6278;1,2762
Baie_0002;24/09/2006;22,136;4,7218
Baie_0002;25/09/2006;22,1098;-1,9161
Baie_0002;26/09/2006;18,9289;5,4081
Baie_0002;27/09/2006;24,6983;7,7916
Baie_0002;28/09/2006;26,032;9,8698
Baie_0002;29/09/2006;19,3892;-0,4317
Baie_0002;30/09/2006;19,8066;2,6269
Baie_0002;01/10/2006;20,2763;0,9727
Baie_0002;02/10/2006;18,4687;2,3285
Baie_0002;03/10/2006;23,5226;7,9929
Baie_0002;04/10/2006;24,5242;8,3597
Baie_0002;05/10/2006;24,472;5,7853
Baie_0002;06/10/2006;17,7183;6,7025
Baie_0002;07/10/2006;20,3345;9,7267
Baie_0002;08/10/2006;22,4015;2,5427
Baie_0002;09/10/2006;20,5575;-1,8549
Baie_0002;10/10/2006;12,4661;11,27
Baie_0002;11/10/2006;22,8192;3,9785
Baie_0002;13/10/2006;14,7207;10,7781
Baie_0002;14/10/2006;19,5255;-0,1383
Baie_0002;15/10/2006;17,2916;3,8405
Baie_0002;19/10/2006;13,9216;3,8848
Baie_0002;20/10/2006;14,106;4,7547
Baie_0002;21/10/2006;11,4492;11,5801
Baie_0002;22/10/2006;20,6266;4,2241
Baie_0002;23/10/2006;23,7114;4,5694
Baie_0002;24/10/2006;20,8288;0,9716
Baie_0002;25/10/2006;13,9929;3,7808
Baie_0002;26/10/2006;9,7465;5,6053
Baie_0002;27/10/2006;18,372;7,3438
Baie_0002;28/10/2006;14,9682;4,391
Baie_0002;29/10/2006;11,51725556;8,5074
Baie_0002;30/10/2006;13,72;-1,1147
Baie_0002;31/10/2006;8,3946;1,7762
Baie_0002;01/11/2006;9,6496;8,3178
Baie_0002;02/11/2006;7,1184;10,1638
Baie_0002;03/11/2006;7,9361;5,9081
Baie_0002;04/11/2006;1,5949;5,9782
Baie_0002;05/11/2006;5,518;10,6708
Baie_0002;06/11/2006;8,2961;-0,7057
Baie_0002;07/11/2006;14,9479;11,757
Baie_0002;08/11/2006;11,44;-1,9372
Baie_0002;09/11/2006;10,5825;1,2074
Baie_0002;10/11/2006;7,1326;11,2277
Baie_0002;11/11/2006;4,7945;3,618
Baie_0002;12/11/2006;14,3327;2,54
Baie_0002;13/11/2006;5,849;1,8533
Baie_0002;14/11/2006;11,8535;6,8942
Baie_0002;15/11/2006;9,975;5,9839
Baie_0002;16/11/2006;14,418;3,5557
Baie_0002;17/11/2006;17,2446;9,3663
Baie_0002;18/11/2006;14,2804;1,1632
Baie_0002;19/11/2006;19,0692;6,2944
Baie_0002;20/11/2006;17,5686;7,0955
Baie_0002;21/11/2006;17,0433;4,62
Baie_0002;22/11/2006;13,5518;3,3485
Baie_0002;23/11/2006;16,7012;3,41
Baie_0002;24/11/2006;16,6697;7,2684
Baie_0002;25/11/2006;18,9068;10,7054
Baie_0002;26/11/2006;17,7337;0,5974
Baie_0002;27/11/2006;15,3304;7,3325
Baie_0002;28/11/2006;15,85;2,1437
Baie_0002;29/11/2006;18,1727;2,8029
Baie_0002;30/11/2006;12,7831;-0,4509
Baie_0002;01/12/2006;14,5417;2,6421
Baie_0002;02/12/2006;14,3817;4,5096
Baie_0002;03/12/2006;17,8395;8,0756
Baie_0002;04/12/2006;15,9813;4,151
Baie_0002;05/12/2006;19,1061;6,8269
Baie_0002;06/12/2006;17,4862;-1,2515
Baie_0002;07/12/2006;12,9084;3,1401
Baie_0002;08/12/2006;17,9759;0,2217
Baie_0002;09/12/2006;16,651;4,5531
Baie_0002;10/12/2006;13,3539;6,5367
Baie_0002;11/12/2006;18,3789;5,5619
Baie_0002;12/12/2006;16,0256;7,3391
Baie_0002;13/12/2006;13,1188;4,1713
Baie_0002;14/12/2006;15,9934;5,7034
Baie_0002;15/12/2006;17,9423;2,7377
Baie_0002;16/12/2006;17,1564;8,5698
Baie_0002;17/12/2006;11,4103;7,6552
Baie_0002;18/12/2006;11,0852;0,927
Baie_0002;19/12/2006;8,8259;4,9144
Baie_0002;20/12/2006;10,7209;-0,9022
Baie_0002;21/12/2006;9,645566667;6,9638
Baie_0002;22/12/2006;12,8409;10,7405
Baie_0002;23/12/2006;12,8117;1,0453
Baie_0002;24/12/2006;12,2843;5,1875
Baie_0002;25/12/2006;5,5837;3,5376
Baie_0002;26/12/2006;13,221;0,8815
Baie_0002;27/12/2006;11,2277;6,9974
Baie_0002;28/12/2006;10,7228;-1,597
Baie_0002;29/12/2006;9,2045;1,582
Baie_0002;30/12/2006;8,1657;2,4992
Baie_0002;31/12/2006;11,7664;3,3218
Baie_0002;01/01/2007;14,8605;-0,2502
Baie_0002;02/01/2007;15,1819;8,6478
Baie_0002;03/01/2007;13,7016;-1,1119
Baie_0002;04/01/2007;15,4541;4,359
Baie_0002;05/01/2007;11,1771;-1,1523
Baie_0002;06/01/2007;8,1533;9,5775
Baie_0002;07/01/2007;15,2754;-1,0766
Baie_0002;08/01/2007;17,8039;9,6102
Baie_0002;09/01/2007;11,4013;-2,2006
Baie_0002;10/01/2007;16,2799;1,6363
Baie_0002;11/01/2007;11,0398;11,433
Baie_0002;12/01/2007;8,6217;2,2495
Baie_0002;13/01/2007;12,3713;8,288
Baie_0002;14/01/2007;9,5365;2,0414
Baie_0002;15/01/2007;8,9142;2,563
Baie_0002;16/01/2007;14,7378;9,6249
Baie_0002;17/01/2007;9,1975;-0,9948
Baie_0002;18/01/2007;11,7146;53,0027
Baie_0002;19/01/2007;8,9048;54,1768
Baie_0002;20/01/2007;4,2151;47,4609
Baie_0002;21/01/2007;7,2537;43,475
Baie_0002;22/01/2007;3,4729;48,6691
Baie_0002;23/01/2007;1,9502;42,1232
Baie_0002;24/01/2007;8,4039;53,5573
Baie_0002;25/01/2007;3,6169;46,7414
Baie_0002;26/01/2007;12,423;56,5255
Baie_0002;27/01/2007;3,8478;45,9296
Baie_0002;28/01/2007;-1,5782;40,4837
Baie_0002;29/01/2007;-1,9383;40,0978
Baie_0002;30/01/2007;-1,3614;37,6519
Baie_0002;31/01/2007;5,6738;50,666
Baie_0002;01/02/2007;5,5039;42,4701
Baie_0002;02/02/2007;13,864;56,8042
Baie_0002;03/02/2007;14,6503;55,5683
Baie_0002;04/02/2007;7,4746;51,3724
Baie_0002;05/02/2007;2,5354;46,4065
Baie_0002;06/02/2007;-9,1695;26,6806
Baie_0002;07/02/2007;-5,3492;40,4747
Baie_0002;08/02/2007;-0,8009;44,9988
Baie_0002;09/02/2007;-1,6843;42,0929
Baie_0002;10/02/2007;-4,4151;37,347
Baie_0002;11/02/2007;6,7402;43,4711
Baie_0002;12/02/2007;1,5558;43,2652
Baie_0002;13/02/2007;-0,4558;35,2293
Baie_0002;14/02/2007;1,1137;45,7834
Baie_0002;15/02/2007;4,4379;43,0775
Baie_0002;16/02/2007;6,7325;48,3516
Baie_0002;17/02/2007;11,5304;57,1257
Baie_0002;18/02/2007;11,4451;56,0198
Baie_0002;19/02/2007;1,8243;43,3739
Baie_0002;20/02/2007;-2,8036;32,718
Baie_0002;22/02/2007;-8,755;33,7521
Baie_0002;23/02/2007;-1,64;38,8362
Baie_0002;24/02/2007;3,1839;38,6403
Baie_0002;25/02/2007;1,3638;39,7944
Baie_0002;26/02/2007;3,3404;44,7485
Baie_0002;27/02/2007;4,1325;44,5226
Baie_0002;28/02/2007;15,0381;49,4067
Baie_0002;01/03/2007;10,1051;43,4408
Baie_0002;02/03/2007;14,1861;50,5049
Baie_0002;04/03/2007;14,8726;53,169
Baie_0002;05/03/2007;11,7762;45,0431
Baie_0002;06/03/2007;12,0974;51,3472
Baie_0002;07/03/2007;17,1324;46,3613
Baie_0002;08/03/2007;14,04;48,2454
Baie_0002;09/03/2007;17,7522;47,9295
Baie_0002;10/03/2007;16,5512;45,7036
Baie_0002;11/03/2007;18,1102;54,2377
Baie_0002;12/03/2007;17,3796;49,4918
Baie_0002;13/03/2007;13,4612;43,5459
Baie_0002;14/03/2007;13,5789;47,64
Baie_0002;15/03/2007;17,0283;50,0641
Baie_0002;16/03/2007;14,2283;52,2482
Baie_0002;17/03/2007;18,3078;55,3023
Baie_0002;18/03/2007;10,3056;42,2764
Baie_0002;19/03/2007;17,3342;46,2805
Baie_0002;20/03/2007;14,2495;50,1746
Baie_0002;21/03/2007;18,4774;60,3787
Baie_0002;22/03/2007;12,8625;46,7428
Baie_0002;23/03/2007;12,4723;49,3269
Baie_0002;24/03/2007;16,3638;52,191
Baie_0002;25/03/2007;19,25638571;52,0651
Baie_0002;26/03/2007;20,6134;57,3992
Baie_0002;27/03/2007;20,4986;58,2633
Baie_0002;28/03/2007;17,3642;59,0974
Baie_0002;29/03/2007;15,7068;49,4215
Baie_0002;30/03/2007;20,0521;57,7456
Baie_0002;31/03/2007;18,038;57,7097
Baie_0002;01/04/2007;18,3097;54,9538
Baie_0002;02/04/2007;16,9052;55,5279
Baie_0002;03/04/2007;15,7933;49,392
Baie_0002;04/04/2007;11,946;48,5161
Baie_0002;05/04/2007;15,2647;47,8202
Baie_0002;06/04/2007;10,5037;47,0343
Baie_0002;07/04/2007;14,0795;54,5884
Baie_0002;08/04/2007;13,9556;53,4425
Baie_0002;09/04/2007;16,1317;51,5866
Baie_0002;10/04/2007;12,508;50,9407
Baie_0002;11/04/2007;17,3016;49,7148
Baie_0002;12/04/2007;21,0222;63,4089
Baie_0002;13/04/2007;15,0672;47,433
Baie_0002;14/04/2007;27,5949;56,9371
Baie_0002;15/04/2007;19,4051;55,7212
Baie_0002;16/04/2007;24,26655714;57,5653
Baie_0002;17/04/2007;26,6188;56,8894
Baie_0002;18/04/2007;19,5461;45,7935
Baie_0002;19/04/2007;22,3251;52,5476
Baie_0002;20/04/2007;18,3677;44,5717
Baie_0002;21/04/2007;17,7162;52,8958
Baie_0002;22/04/2007;24,3528;58,5099
Baie_0002;23/04/2007;21,9156;54,054
Baie_0002;24/04/2007;17,2946;53,4081
Baie_0002;25/04/2007;20,648;51,7322
Baie_0002;26/04/2007;22,9356;57,9963
Baie_0002;27/04/2007;23,1882;50,2304
Baie_0002;28/04/2007;22,7916;56,8145
Baie_0002;29/04/2007;18,4817;45,4786
Baie_0002;30/04/2007;20,05591429;55,0227
Baie_0002;01/05/2007;14,71554286;48,6668
Baie_0002;02/05/2007;18,8008;51,7309
Baie_0002;03/05/2007;17,9315;44,835
Baie_0002;04/05/2007;17,6442;53,5191
Baie_0002;05/05/2007;17,2346;52,0932
Baie_0002;06/05/2007;24,9701;54,8073
Baie_0002;07/05/2007;27,7817;61,5914
Baie_0002;08/05/2007;24,8535;53,6355
Baie_0002;09/05/2007;18,542;48,3096
Baie_0002;10/05/2007;24,0082;55,7437
Baie_0002;12/05/2007;21,7648;54,4778
Baie_0002;13/05/2007;20,7796;54,4719
Baie_0002;14/05/2007;23,3431;52,016
Baie_0002;15/05/2007;26,2409;58,8901
Baie_0002;16/05/2007;25,3625;60,9842
Baie_0002;17/05/2007;23,1495;52,7483
Baie_0002;18/05/2007;25,6094;51,1824
Baie_0002;19/05/2007;26,7601;53,3165
Baie_0002;20/05/2007;28,4316;63,9606
Baie_0002;21/05/2007;23,771;59,2747
Baie_0002;22/05/2007;30,3561;55,8388
Baie_0002;23/05/2007;29,5193;62,9829
Baie_0002;24/05/2007;24,0097;50,447
Baie_0002;25/05/2007;24,5891;57,0011
Baie_0002;26/05/2007;30,9418;63,3352
Baie_0002;27/05/2007;24,9967;56,3693
Baie_0002;28/05/2007;32,9279;62,2734
Baie_0002;29/05/2007;37,569;65,8875
Baie_0002;30/05/2007;31,6464;56,9416
Baie_0002;31/05/2007;34,5826;69,8557
Baie_0002;01/06/2007;26,9855;59,2398
Baie_0002;02/06/2007;28,0664;60,2939
Baie_0002;03/06/2007;31,4413;60,648
Baie_0002;04/06/2007;34,5957;66,7821
Baie_0002;05/06/2007;33,4221;65,5862
Baie_0002;06/06/2007;34,2799;59,4203
Baie_0002;07/06/2007;35,2606;60,3744
Baie_0002;08/06/2007;32,1787;64,2685
Baie_0002;09/06/2007;33,7975;63,8626
Baie_0002;10/06/2007;34,6767;68,7167
Baie_0002;11/06/2007;29,9067;61,9308
Baie_0002;12/06/2007;30,1944;63,1949
Baie_0002;13/06/2007;33,0246;66,999
Baie_0002;14/06/2007;30,2421;63,1931
Baie_0002;15/06/2007;29,4882;60,4172
Baie_0002;16/06/2007;31,236;63,1413
Baie_0002;17/06/2007;27,9458;55,8254
Baie_0002;18/06/2007;25,8181;59,6795
Baie_0002;19/06/2007;31,6889;61,5236
Baie_0002;20/06/2007;28,6829;61,4977
Baie_0002;21/06/2007;28,029;56,8218
Baie_0002;22/06/2007;32,0429;62,8059
Baie_0002;23/06/2007;31,8154;57,56
Baie_0002;24/06/2007;34,7049;59,4241
Baie_0002;25/06/2007;30,885;59,5782
Baie_0002;26/06/2007;32,51294286;64,1823
Baie_0002;27/06/2007;28,8623;58,5164
Baie_0002;28/06/2007;27,4253;57,0505
Baie_0002;29/06/2007;26,4947;55,0946
Baie_0002;30/06/2007;31,5025;62,0787
Baie_0002;01/07/2007;28,5878;61,1428
Baie_0002;03/07/2007;32,4175;60,9469
Baie_0002;04/07/2007;37,6836;69,191
Baie_0002;05/07/2007;34,7874;66,2751
Baie_0002;06/07/2007;36,3419;63,8092
Baie_0002;07/07/2007;31,9703;65,4133
Baie_0002;08/07/2007;32,7021;63,1174
Baie_0002;09/07/2007;32,4023;61,7915
Baie_0002;10/07/2007;31,2277;55,5956
Baie_0002;11/07/2007;30,4126;64,7597
Baie_0002;12/07/2007;35,7636;66,0838
Baie_0002;13/07/2007;30,0458;57,3479
Baie_0002;14/07/2007;35,7879;66,062
Baie_0002;15/07/2007;36,1049;61,3561
Baie_0002;16/07/2007;34,5104;63,7402
Baie_0002;17/07/2007;31,8517;65,0643
Baie_0002;18/07/2007;34,3801;62,5684
Baie_0002;19/07/2007;33,6484;67,8125
Baie_0002;20/07/2007;31,8845;60,0266
Baie_0002;21/07/2007;33,8966;66,0107
Baie_0002;22/07/2007;33,2405;67,3348
Baie_0002;23/07/2007;28,9536;60,0189
Baie_0002;24/07/2007;29,7778;58,823
Baie_0002;25/07/2007;34,4298;65,4571
Baie_0002;26/07/2007;37,2674;61,2712
Baie_0002;27/07/2007;31,1814;60,1553
Baie_0002;28/07/2007;26,27658571;66,2294
Baie_0002;29/07/2007;25,0092;64,9435
Baie_0002;30/07/2007;25,7455;64,6476
